arabic_text,translation,transliteration,etymology
وَٱتَّقُوا۟,And be conscious,wa-ittaqū,
وَٱتَّقُوا۟,and fear,wa-ittaqū,
وَٱتَّقُوا۟,and fear (Allah),wa-ittaqū,
وَٱتَّقُوا۟,and fear Allah,wa-ittaqū,
وَٱتَّقُوا۟,And fear Allah,wa-ittaqū,
وَٱتَّقُونِ,And fear Me,wa-ittaqūni,
وَٱتَّقُوهُ,and fear Him,wa-ittaqūhu,
وَٱتَّقُوهُ ۖ,and fear Him,wa-ittaqūhu,
وَٱتَّقُوهُ ۚ,and fear Him,wa-ittaqūhu,
وَٱتَّقِ,and fear,wa-ittaqi,
وَٱتَّقِينَ,And fear,wa-ittaqīna,
وَٱتْرُكِ,And leave,wa-ut'ruki,
وَٱتْلُ,And recite,wa-ut'lu,
وَٱجْتَبَيْنَآ ۚ,and We chose,wa-ij'tabaynā,
وَٱجْتَبَيْنَـٰهُمْ,and We chose them,wa-ij'tabaynāhum,
وَٱجْتَنِبُوا۟,and avoid,wa-ij'tanibū,
وَٱجْعَل,and appoint,wa-ij'ʿal,
وَٱجْعَل,and make,wa-ij'ʿal,
وَٱجْعَل,And appoint,wa-ij'ʿal,
وَٱجْعَل,And grant,wa-ij'ʿal,
وَٱجْعَلُوا۟,and make,wa-ij'ʿalū,
وَٱجْعَلْنَا,[and] Make us,wa-ij'ʿalnā,
وَٱجْعَلْنَا,and make us,wa-ij'ʿalnā,
وَٱجْعَلْنِى,And make me,wa-ij'ʿalnī,
وَٱجْعَلْهُ,And make him,wa-ij'ʿalhu,
وَٱجْنُبْنِى,and keep me away,wa-uj'nub'nī,
وَٱحْذَرُوا۟ ۚ,and beware,wa-iḥ'dharū,
وَٱحْذَرْهُمْ,and beware of them,wa-iḥ'dharhum,
وَٱحْصُرُوهُمْ,and besiege them,wa-uḥ'ṣurūhum,
وَٱحْفَظُوٓا۟,And guard,wa-iḥ'faẓū,
وَٱحْلُلْ,And untie,wa-uḥ'lul,
وَٱخْتَارَ,And chose,wa-ikh'tāra,
وَٱخْتَلَفُوا۟,and differed,wa-ikh'talafū,
وَٱخْتِلَـٰفُ,and the diversity,wa-ikh'tilāfu,
وَٱخْتِلَـٰفِ,and alternation,wa-ikh'tilāfi,
وَٱخْتِلَـٰفِ,and (in the) alternation,wa-ikh'tilāfi,
وَٱخْتِلَـٰفِ,And (in the) alternation,wa-ikh'tilāfi,
وَٱخْشَوْا۟,and fear,wa-ikh'shaw,
وَٱخْشَوْنِ,but fear Me,wa-ikh'shawni,
وَٱخْشَوْنِ ۚ,but fear Me,wa-ikh'shawni,
وَٱخْشَوْنِى,but fear Me,wa-ikh'shawnī,
وَٱخْفِضْ,And lower,wa-ikh'fiḍ,
وَٱدَّكَرَ,and remembered,wa-iddakara,
وَٱدْخُلُوا۟,and enter,wa-ud'khulū,
وَٱدْخُلُوا۟,but enter,wa-ud'khulū,
وَٱدْخُلِى,And enter,wa-ud'khulī,
وَٱدْعُ,but invite (them),wa-ud'ʿu,
وَٱدْعُ,And invite (people),wa-ud'ʿu,
وَٱدْعُوا۟,and call,wa-id'ʿū,
وَٱدْعُوا۟,but call,wa-id'ʿū,
وَٱدْعُوهُ,and invoke Him,wa-id'ʿūhu,
وَٱدْعُوهُ,And call Him,wa-id'ʿūhu,
وَٱذْكُر,And remember,wa-udh'kur,
وَٱذْكُرُوا۟,and remember,wa-udh'kurū,
وَٱذْكُرُوا۟,And remember,wa-udh'kurū,
وَٱذْكُرُوا۟,but mention,wa-udh'kurū,
وَٱذْكُرُوهُ,And remember Him,wa-udh'kurūhu,
وَٱذْكُرُوٓا۟,And remember,wa-udh'kurū,
وَٱذْكُرِ,And remember,wa-udh'kuri,
وَٱذْكُرْ,And mention,wa-udh'kur,
وَٱذْكُرْ,and remember,wa-udh'kur,
وَٱذْكُرْ,And remember,wa-udh'kur,
وَٱذْكُرْنَ,And remember,wa-udh'kur'na,
وَٱرْتَابَتْ,and (are in) doubts,wa-ir'tābat,
وَٱرْتَبْتُمْ,and you doubted,wa-ir'tabtum,
وَٱرْتَقِبُوٓا۟,And watch,wa-ir'taqibū,
وَٱرْجُوا۟,and expect,wa-ir'jū,
وَٱرْجِعُوٓا۟,but return,wa-ir'jiʿū,
وَٱرْحَمْ,and have mercy,wa-ir'ḥam,
وَٱرْحَمْنَا,and have mercy on us,wa-ir'ḥamnā,
وَٱرْحَمْنَا ۖ,and have mercy upon us,wa-ir'ḥamnā,
وَٱرْحَمْنَآ ۚ,and have mercy on us,wa-ir'ḥamnā,
وَٱرْزُقُوهُمْ,(but) provide (for) them,wa-ur'zuqūhum,
وَٱرْزُقْ,and provide,wa-ur'zuq,
وَٱرْزُقْنَا,And provide us,wa-ur'zuq'nā,
وَٱرْزُقْهُم,and provide them,wa-ur'zuq'hum,
وَٱرْعَوْا۟,and pasture,wa-ir'ʿaw,
وَٱرْكَعُوا۟,and bow down,wa-ir'kaʿū,
وَٱرْكَعِى,and bow down,wa-ir'kaʿī,
وَٱزَّيَّنَتْ,and is beautified,wa-izzayyanat,
وَٱزْدَادُوا۟,and add,wa-iz'dādū,
وَٱزْدُجِرَ,and he was repelled,wa-uz'dujira,
وَٱسْتَبَقَا,And they both raced,wa-is'tabaqā,
وَٱسْتَحْيُوا۟,and let live,wa-is'taḥyū,
وَٱسْتَرْهَبُوهُمْ,and terrified them,wa-is'tarhabūhum,
وَٱسْتَشْهِدُوا۟,And call for evidence,wa-is'tashhidū,
وَٱسْتَعِينُوا۟,And seek help,wa-is'taʿīnū,
وَٱسْتَعْمَرَكُمْ,and settled you,wa-is'taʿmarakum,
وَٱسْتَغْشَوْا۟,and covered themselves,wa-is'taghshaw,
وَٱسْتَغْفَرَ,and asked forgiveness,wa-is'taghfara,
وَٱسْتَغْفِرُوا۟,and ask forgiveness,wa-is'taghfirū,
وَٱسْتَغْفِرُوا۟,And ask forgiveness,wa-is'taghfirū,
وَٱسْتَغْفِرُوا۟,And seek forgiveness,wa-is'taghfirū,
وَٱسْتَغْفِرُوهُ ۗ,and ask His forgiveness,wa-is'taghfirūhu,
وَٱسْتَغْفِرِ,And seek forgiveness,wa-is'taghfiri,
وَٱسْتَغْفِرِى,And ask forgiveness,wa-is'taghfirī,
وَٱسْتَغْفِرْ,and ask forgiveness,wa-is'taghfir,
وَٱسْتَغْفِرْ,And ask forgiveness,wa-is'taghfir,
وَٱسْتَغْفِرْهُ ۚ,and ask His forgiveness,wa-is'taghfir'hu,
وَٱسْتَغْنَىٰ,and considers himself free from need,wa-is'taghnā,
وَٱسْتَفْتَحُوا۟,And they sought victory,wa-is'taftaḥū,
وَٱسْتَفْزِزْ,And incite,wa-is'tafziz,
وَٱسْتَقِمْ,and stand firm,wa-is'taqim,
وَٱسْتَكْبَرَ,and was arrogant,wa-is'takbara,
وَٱسْتَكْبَرَ,And he was arrogant,wa-is'takbara,
وَٱسْتَكْبَرَ,and was proud,wa-is'takbara,
وَٱسْتَكْبَرُوا۟,and were arrogant,wa-is'takbarū,
وَٱسْتَكْبَرُوا۟,and (are) arrogant,wa-is'takbarū,
وَٱسْتَكْبَرُوا۟,and (were) arrogant,wa-is'takbarū,
وَٱسْتَكْبَرْتَ,and were arrogant,wa-is'takbarta,
وَٱسْتَكْبَرْتُمْ ۖ,while you are arrogant,wa-is'takbartum,
وَٱسْتَمِعْ,And listen,wa-is'tamiʿ,
وَٱسْتَمْتَعْتُم,and you took your pleasures,wa-is'tamtaʿtum,
وَٱسْتَوَتْ,And it rested,wa-is'tawat,
وَٱسْتَوَىٰٓ,and became mature,wa-is'tawā,
وَٱسْتَيْقَنَتْهَآ,though were convinced with them (signs),wa-is'tayqanathā,
وَٱسْجُدُوا۟,and prostrate,wa-us'judū,
وَٱسْجُدُوا۟,but prostrate,wa-us'judū,
وَٱسْجُدِى,and prostrate,wa-us'judī,
وَٱسْجُدْ,But prostrate,wa-us'jud,
وَٱسْمَعُوا۟,and listen,wa-is'maʿū,
وَٱسْمَعُوا۟ ۖ,and listen,wa-is'maʿū,
وَٱسْمَعُوا۟ ۗ,and listen,wa-is'maʿū,
وَٱسْمَعْ,"and ""Hear",wa-is'maʿ,
وَٱشْتَرَوْا۟,and they exchanged,wa-ish'taraw,
وَٱشْتَعَلَ,and flared,wa-ish'taʿala,
وَٱشْدُدْ,and harden,wa-ush'dud,
وَٱشْرَبُوا۟,and drink,wa-ish'rabū,
وَٱشْرَبِى,and drink,wa-ish'rabī,
وَٱشْكُرُوا۟,and be grateful,wa-ush'kurū,
وَٱشْكُرُوا۟,And be grateful,wa-ush'kurū,
وَٱشْهَدُوٓا۟,and (you) bear witness,wa-ish'hadū,
وَٱشْهَدْ,and bear witness,wa-ish'had,
وَٱصْبِرُوا۟,and be patient,wa-iṣ'birū,
وَٱصْبِرُوٓا۟ ۖ,and be patient,wa-iṣ'birū,
وَٱصْبِرُوٓا۟ ۚ,and be patient,wa-iṣ'birū,
وَٱصْبِرْ,and be patient,wa-iṣ'bir,
وَٱصْبِرْ,And be patient,wa-iṣ'bir,
وَٱصْبِرْ,So be patient,wa-iṣ'bir,
وَٱصْطَبِرْ,and be constant,wa-iṣ'ṭabir,
وَٱصْطَبِرْ,and be steadfast,wa-iṣ'ṭabir,
وَٱصْطَبِرْ,and be patient,wa-iṣ'ṭabir,
وَٱصْطَفَىٰكِ,and chosen you,wa-iṣ'ṭafāki,
وَٱصْطَنَعْتُكَ,And I (have) chosen you,wa-iṣ'ṭanaʿtuka,
وَٱصْفَحُوا۟,and overlook,wa-iṣ'faḥū,
وَٱصْفَحْ ۚ,and overlook,wa-iṣ'faḥ,
وَٱصْنَعِ,And construct,wa-iṣ'naʿi,
وَٱضْرِبُوا۟,and strike,wa-iḍ'ribū,
وَٱضْرِبُوهُنَّ ۖ,and [finally] strike them,wa-iḍ'ribūhunna,
وَٱضْرِبْ,And present,wa-iḍ'rib,
وَٱضْرِبْ,And set forth,wa-iḍ'rib,
وَٱضْمُمْ,And draw near,wa-uḍ'mum,
وَٱضْمُمْ,And draw,wa-uḍ'mum,
وَٱطْمَأَنُّوا۟,and feel satisfied,wa-iṭ'ma-annū,
وَٱعْبُدُوا۟,and worship,wa-uʿ'budū,
وَٱعْبُدُوا۟ ۩,and worship (Him),wa-uʿ'budū,
وَٱعْبُدُوهُ,and worship Him,wa-uʿ'budūhu,
وَٱعْبُدْ,And worship,wa-uʿ'bud,
وَٱعْتَصَمُوا۟,and hold fast,wa-iʿ'taṣamū,
وَٱعْتَصَمُوا۟,and held fast,wa-iʿ'taṣamū,
وَٱعْتَصِمُوا۟,And hold firmly,wa-iʿ'taṣimū,
وَٱعْتَصِمُوا۟,and hold fast,wa-iʿ'taṣimū,
وَٱعْفُ,And pardon,wa-uʿ'fu,
وَٱعْلَمُوٓا۟,and know,wa-iʿ'lamū,
وَٱعْلَمُوٓا۟,And know,wa-iʿ'lamū,
وَٱعْلَمُوٓا۟,but know,wa-iʿ'lamū,
وَٱعْلَمْ,And know,wa-iʿ'lam,
وَٱعْمَلُوا۟,and do,wa-iʿ'malū,
وَٱعْمَلُوا۟,and work,wa-iʿ'malū,
وَٱغْضُضْ,and lower,wa-ugh'ḍuḍ,
وَٱغْفِرْ,and forgive,wa-igh'fir,
وَٱغْفِرْ,And forgive,wa-igh'fir,
وَٱغْفِرْ,and grant forgiveness,wa-igh'fir,
وَٱغْلُظْ,and be stern,wa-ugh'luẓ,
وَٱفْعَلُوا۟,and do,wa-if'ʿalū,
وَٱقْتَرَبَ,And has approached,wa-iq'taraba,
وَٱقْتَرِب ۩,and draw near (to Allah),wa-iq'tarib,
وَٱقْتُلُوهُمْ,And kill them,wa-uq'tulūhum,
وَٱقْتُلُوهُمْ,and kill them,wa-uq'tulūhum,
وَٱقْصِدْ,And be moderate,wa-iq'ṣid,
وَٱقْعُدُوا۟,and sit (in wait),wa-uq'ʿudū,
وَٱكْسُوهُمْ,and clothe them,wa-ik'sūhum,
وَٱكْفُرُوٓا۟,and reject,wa-uk'furū,
وَٱلتَّرَآئِبِ,and the ribs,wal-tarāibi,
وَٱلتَّقْوَىٰ ۖ,and [the] piety,wal-taqwā,
وَٱلتَّقْوَىٰ ۖ,and piety,wal-taqwā,
وَٱلتَّوْرَىٰةَ,and the Taurat,wal-tawrāta,
وَٱلتِّينِ,By the fig,wal-tīni,
وَٱلثَّمَرَٰتِ ۗ,and [the] fruits,wal-thamarāti,
وَٱلدَّارَ,and the Home,wal-dāra,
وَٱلدَّارُ,And the home,wal-dāru,
وَٱلدَّمَ,and [the] blood,wal-dama,
وَٱلدَّمَ,and the blood,wal-dama,
وَٱلدَّمُ,and the blood,wal-damu,
وَٱلدَّوَآبُّ,and the moving creatures,wal-dawābu,
وَٱلدَّوَآبِّ,and moving creatures,wal-dawābi,
وَٱلذَّٰرِيَـٰتِ,By those scattering,wal-dhāriyāti,
وَٱلذَّٰكِرَٰتِ,and the women who remember,wal-dhākirāti,
وَٱلذَّٰكِرِينَ,and the men who remember,wal-dhākirīna,
وَٱلذِّكْرِ,and the Reminder ,wal-dhik'ri,
وَٱلرَّبَّـٰنِيُّونَ,and the Rabbis,wal-rabāniyūna,
وَٱلرَّسُولَ,and the Messenger,wal-rasūla,
وَٱلرَّسُولَ ۖ,and the Messenger,wal-rasūla,
وَٱلرَّسُولُ,while the Messenger,wal-rasūlu,
وَٱلرَّسُولِ,and the Messenger,wal-rasūli,
وَٱلرَّسُولِ ۖ,and the Messenger,wal-rasūli,
وَٱلرَّقِيمِ,and the inscription,wal-raqīmi,
وَٱلرَّكْبُ,and the caravan,wal-rakbu,
وَٱلرَّيْحَانُ,and scented plants,wal-rayḥānu,
وَٱلرَّٰسِخُونَ,And those firm,wal-rāsikhūna,
وَٱلرُّجْزَ,And uncleanliness,wal-ruj'za,
وَٱلرُّكَّعِ,and those who bow down,wal-rukaʿi,
وَٱلرُّكَّعِ,and those who bow,wal-rukaʿi,
وَٱلرُّمَّانَ,and the pomegranates,wal-rumāna,
وَٱلرُّهْبَانِ,and the monks,wal-ruh'bāni,
وَٱلرُّوحُ,and the Spirit,wal-rūḥu,
وَٱلزَّانِى,and the fornicator,wal-zānī,
وَٱلزَّانِيَةُ,and the fornicatress ,wal-zāniyatu,
وَٱلزَّرْعَ,and the crops,wal-zarʿa,
وَٱلزَّكَوٰةِ,and zakah,wal-zakati,
وَٱلزَّيْتُونَ,and the olives,wal-zaytūna,
وَٱلزَّيْتُونِ,and the olive,wal-zaytūni,
وَٱلزُّبُرِ,and the Scriptures,wal-zuburi,
وَٱلزُّبُرِ ۗ,and the Books,wal-zuburi,
وَٱلسَّارِقَةُ,and the female thief ,wal-sāriqatu,
وَٱلسَّارِقُ,And (for) the male thief,wal-sāriqu,
وَٱلسَّاعَةُ,and the Hour ,wal-sāʿatu,
وَٱلسَّاعَةُ,and the Hour,wal-sāʿatu,
وَٱلسَّآئِلِينَ,and those who ask,wal-sāilīna,
وَٱلسَّحَابِ,and the clouds,wal-saḥābi,
وَٱلسَّرَّآءُ,and the ease,wal-sarāu,
وَٱلسَّعَةِ,and the amplitude of means,wal-saʿati,
وَٱلسَّـٰبِحَـٰتِ,And those who glide,wal-sābiḥāti,
وَٱلسَّـٰبِقُونَ,And the forerunners,wal-sābiqūna,
وَٱلسَّـٰبِقُونَ,And the foremost,wal-sābiqūna,
وَٱلسَّقْفِ,By the roof,wal-saqfi,
وَٱلسَّلَـٰسِلُ,and the chains,wal-salāsilu,
وَٱلسَّلَـٰمُ,And peace (be),wal-salāmu,
وَٱلسَّلَـٰمُ,And peace,wal-salāmu,
وَٱلسَّلْوَىٰ,and the quails,wal-salwā,
وَٱلسَّلْوَىٰ ۖ,and [the] quails,wal-salwā,
وَٱلسَّلْوَىٰ ۖ,and the quails,wal-salwā,
وَٱلسَّمَآءَ,and the sky,wal-samāa,
وَٱلسَّمَآءَ,And the heaven,wal-samāa,
وَٱلسَّمَآءِ,By the heaven,wal-samāi,
وَٱلسَّمَآءِ,By the sky,wal-samāi,
وَٱلسَّمَآءِ,And the heaven,wal-samāi,
وَٱلسَّمَـٰوَٰتُ,and the heavens,wal-samāwātu,
وَٱلسَّمَـٰوَٰتُ ۖ,and the heavens,wal-samāwātu,
وَٱلسَّمَـٰوَٰتِ,and the heavens,wal-samāwāti,
وَٱلسَّمِيعِ ۚ,and the hearer,wal-samīʿi,
وَٱلسَّيِّـَٔاتِ,and the bad,wal-sayiāti,
وَٱلسُّوٓءَ,and evil,wal-sūa,
وَٱلسِّنَّ,and the tooth,wal-sina,
وَٱلشَّجَرَةَ,and the tree,wal-shajarata,
وَٱلشَّجَرُ,and the trees,wal-shajaru,
وَٱلشَّفْعِ,And the even,wal-shafʿi,
وَٱلشَّمَآئِلِ,and to the left,wal-shamāili,
وَٱلشَّمْسَ,and the sun,wal-shamsa,
وَٱلشَّمْسُ,and the sun,wal-shamsu,
وَٱلشَّمْسُ,And the sun,wal-shamsu,
وَٱلشَّمْسِ,By the sun,wal-shamsi,
وَٱلشَّهَـٰدَةِ,and the seen,wal-shahādati,
وَٱلشَّهَـٰدَةِ,and the witnessed,wal-shahādati,
وَٱلشَّهَـٰدَةِ ۖ,and the witnessed,wal-shahādati,
وَٱلشَّهَـٰدَةِ ۚ,and the seen,wal-shahādati,
وَٱلشَّهْرَ,and the month(s),wal-shahra,
وَٱلشَّيَـٰطِينَ,and the devils,wal-shayāṭīna,
وَٱلشَّيَـٰطِينَ,And the devils,wal-shayāṭīna,
وَٱلشُّعَرَآءُ,And the poets ,wal-shuʿarāu,
وَٱلشُّهَدَآءُ,and the martyrs,wal-shuhadāu,
وَٱلشُّهَدَآءِ,and the martyrs,wal-shuhadāi,
وَٱلشُّهَدَآءِ,and the witnesses,wal-shuhadāi,
وَٱلصَّاحِبِ,and the companion,wal-ṣāḥibi,
وَٱلصَّـٰبِرَٰتِ,and the patient women,wal-ṣābirāti,
وَٱلصَّـٰبِرِينَ,and those who are patient,wal-ṣābirīna,
وَٱلصَّـٰبِرِينَ,and the patient men,wal-ṣābirīna,
وَٱلصَّـٰبِرِينَ,and the patient ones,wal-ṣābirīna,
وَٱلصَّـٰبِـُٔونَ,and the Sabians,wal-ṣābiūna,
وَٱلصَّـٰبِـِٔينَ,and the Sabians ,wal-ṣābiīna,
وَٱلصَّـٰبِـِٔينَ,and the Sabians,wal-ṣābiīna,
وَٱلصَّـٰدِقَـٰتِ,and the truthful women,wal-ṣādiqāti,
وَٱلصَّـٰدِقِينَ,and the truthful,wal-ṣādiqīna,
وَٱلصَّـٰدِقِينَ,and the truthful men,wal-ṣādiqīna,
وَٱلصَّـٰلِحِينَ,and the righteous,wal-ṣāliḥīna,
وَٱلصَّـٰلِحِينَ ۚ,and the righteous,wal-ṣāliḥīna,
وَٱلصَّـٰٓئِمَـٰتِ,and the women who fast,wal-ṣāimāti,
وَٱلصَّـٰٓئِمِينَ,and the men who fast,wal-ṣāimīna,
وَٱلصَّـٰٓفَّـٰتِ,By those lined,wal-ṣāfāti,
وَٱلصَّلَوٰةِ,and the prayer ,wal-ṣalati,
وَٱلصَّلَوٰةِ ۚ,and the prayer,wal-ṣalati,
وَٱلصَّيْفِ,and summer,wal-ṣayfi,
وَٱلصُّبْحِ,And the morning,wal-ṣub'ḥi,
وَٱلصُّبْحِ,And the dawn,wal-ṣub'ḥi,
وَٱلصُّلْحُ,and [the] reconciliation,wal-ṣul'ḥu,
وَٱلصِّدِّيقِينَ,and the truthful,wal-ṣidīqīna,
وَٱلضَّرَّآءُ,and [the] hardship,wal-ḍarāu,
وَٱلضَّرَّآءِ,and [the] hardship,wal-ḍarāi,
وَٱلضَّرَّآءِ,and (in) the hardship,wal-ḍarāi,
وَٱلضَّرَّآءِ,and hardship,wal-ḍarāi,
وَٱلضَّفَادِعَ,and the frogs,wal-ḍafādiʿa,
وَٱلضَّلَـٰلِ,and error,wal-ḍalāli,
وَٱلضُّحَىٰ,By the morning brightness,wal-ḍuḥā,
وَٱلطُّورِ,By the Mount,wal-ṭūri,
وَٱلطَّارِقِ,and the night comer,wal-ṭāriqi,
وَٱلطَّـٰغُوتِ,and the false deities,wal-ṭāghūti,
وَٱلطَّيِّبَـٰتُ,And good women,wal-ṭayibātu,
وَٱلطَّيِّبَـٰتِ,and the pure things,wal-ṭayibāti,
وَٱلطَّيِّبُ,and the good,wal-ṭayibu,
وَٱلطَّيِّبُونَ,and good men,wal-ṭayibūna,
وَٱلطَّيْرَ,And the birds,wal-ṭayra,
وَٱلطَّيْرَ ۖ,and the birds,wal-ṭayra,
وَٱلطَّيْرَ ۚ,and the birds,wal-ṭayra,
وَٱلطَّيْرُ,and the birds,wal-ṭayru,
وَٱلطَّيْرِ,and the birds,wal-ṭayri,
وَٱلظَّـٰلِمُونَ,And the wrongdoers,wal-ẓālimūna,
وَٱلظَّـٰلِمِينَ,but (for) the wrongdoers,wal-ẓālimīna,
وَٱلظَّـٰهِرُ,and the Apparent,wal-ẓāhiru,
وَٱللَّهُ,And Allah,wal-lahu,
وَٱللَّهُ,but Allah,wal-lahu,
وَٱللَّهُ,and Allah,wal-lahu,
وَٱللَّهُ,while Allah,wal-lahu,
وَٱللَّهُ,but Allah ,wal-lahu,
وَٱللَّهُ,And Allah ,wal-lahu,
وَٱللَّهُ,But Allah,wal-lahu,
وَٱللَّهُ,While Allah,wal-lahu,
وَٱللَّهُ,and Allah ,wal-lahu,
وَٱللَّهِ,By Allah,wal-lahi,
وَٱلنَّارُ,and the Fire,wal-nāru,
وَٱلنَّاسِ,and the mankind,wal-nāsi,
وَٱلنَّاسِ,and the people,wal-nāsi,
وَٱلنَّاسِ,and the men,wal-nāsi,
وَٱلنَّاسِ,and men,wal-nāsi,
وَٱلنَّاهُونَ,and those who forbid,wal-nāhūna,
